"","X.2","X.1","X","rwr_rank","help_vote","vote","top1","top10","top50","top500","top1000","vine"
"396",396,396,396,13952890,2,3,NA,NA,NA,NA,NA,NA
"397",397,397,397,11772791,11,13,NA,NA,NA,NA,NA,NA
"398",398,398,398,7371757,1,1,NA,NA,NA,NA,NA,NA
"399",399,399,399,109602,1935,2159,NA,NA,NA,NA,NA,NA
"400",400,400,400,1109905,11,12,NA,NA,NA,NA,NA,NA
"401",401,401,401,1201,2059,2340,NA,NA,NA,NA,NA,"VINE VOICE"
"402",402,402,402,34231475,2,5,NA,NA,NA,NA,NA,NA
"403",403,403,403,2592649,9,11,NA,NA,NA,NA,NA,NA
"404",404,404,404,21240878,0,1,NA,NA,NA,NA,NA,NA
"405",405,405,405,13104428,27,32,NA,NA,NA,NA,NA,NA
"406",406,406,406,2786433,19,29,NA,NA,NA,NA,NA,NA
"407",407,407,407,35286592,2,12,NA,NA,NA,NA,NA,NA
"408",408,408,408,10835240,1,3,NA,NA,NA,NA,NA,NA
"409",409,409,409,34468511,0,9,NA,NA,NA,NA,NA,NA
"410",410,410,410,20997,372,437,NA,NA,NA,NA,NA,NA
"411",411,411,411,11274359,33,85,NA,NA,NA,NA,NA,NA
"412",412,412,412,3509339,2,2,NA,NA,NA,NA,NA,NA
"413",413,413,413,17569,728,791,NA,NA,NA,NA,NA,NA
"414",414,414,414,2425584,28,32,NA,NA,NA,NA,NA,NA
"415",415,415,415,14090959,1,1,NA,NA,NA,NA,NA,NA
"416",416,416,416,1852839,27,36,NA,NA,NA,NA,NA,NA
"417",417,417,417,7544,606,658,NA,NA,NA,NA,NA,NA
"418",418,418,418,1776486,16,23,NA,NA,NA,NA,NA,NA
"419",419,419,419,1555682,32,32,NA,NA,NA,NA,NA,NA
"420",420,420,420,1002426,44,51,NA,NA,NA,NA,NA,NA
"421",421,421,421,8735760,2,2,NA,NA,NA,NA,NA,NA
"422",422,422,422,173317,263,319,NA,NA,NA,NA,NA,NA
"423",423,423,423,19009408,44,47,NA,NA,NA,NA,NA,NA
"424",424,424,424,559932,31,35,NA,NA,NA,NA,NA,NA
"425",425,425,425,35346568,5,40,NA,NA,NA,NA,NA,NA
"426",426,426,426,16444443,0,1,NA,NA,NA,NA,NA,NA
"427",427,427,427,405862,51,54,NA,NA,NA,NA,NA,NA
"428",428,428,428,550486,331,358,NA,NA,NA,NA,NA,NA
"429",429,429,429,723229,116,141,NA,NA,NA,NA,NA,NA
"430",430,430,430,29069,179,252,NA,NA,NA,NA,NA,NA
"431",431,431,431,398,4092,4324,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"432",432,432,432,8830099,10,14,NA,NA,NA,NA,NA,NA
"433",433,433,433,4174,2761,3109,NA,NA,NA,NA,NA,"VINE VOICE"
"434",434,434,434,3741222,3,4,NA,NA,NA,NA,NA,NA
"435",435,435,435,1630805,23,31,NA,NA,NA,NA,NA,NA
"436",436,436,436,11850218,7,7,NA,NA,NA,NA,NA,NA
"437",437,437,437,3729003,22,32,NA,NA,NA,NA,NA,NA
"438",438,438,438,138876,138,177,NA,NA,NA,NA,NA,NA
"439",439,439,439,261089,59,82,NA,NA,NA,NA,NA,NA
"440",440,440,440,174234,339,368,NA,NA,NA,NA,NA,NA
"441",441,441,441,34113005,4,11,NA,NA,NA,NA,NA,NA
"442",442,442,442,102817,128,143,NA,NA,NA,NA,NA,NA
"443",443,443,443,571949,19,21,NA,NA,NA,NA,NA,NA
"444",444,444,444,1967945,29,33,NA,NA,NA,NA,NA,NA
"445",445,445,445,16076605,3,3,NA,NA,NA,NA,NA,NA
"446",446,446,446,7347711,19,20,NA,NA,NA,NA,NA,NA
"447",447,447,447,33699,407,449,NA,NA,NA,NA,NA,NA
"448",448,448,448,714349,21,31,NA,NA,NA,NA,NA,NA
"449",449,449,449,35171795,4,14,NA,NA,NA,NA,NA,NA
"450",450,450,450,7280898,0,1,NA,NA,NA,NA,NA,NA
"451",451,451,451,24365,909,1070,NA,NA,NA,NA,NA,"VINE VOICE"
"452",452,452,452,3890322,2,2,NA,NA,NA,NA,NA,NA
"453",453,453,453,14988689,2,2,NA,NA,NA,NA,NA,NA
"454",454,454,454,1889216,13,21,NA,NA,NA,NA,NA,NA
"455",455,455,455,2413328,15,16,NA,NA,NA,NA,NA,NA
"456",456,456,456,1231423,244,277,NA,NA,NA,NA,NA,NA
"457",457,457,457,9986369,2,4,NA,NA,NA,NA,NA,NA
"458",458,458,458,462679,10,11,NA,NA,NA,NA,NA,NA
"459",459,459,459,493276,95,131,NA,NA,NA,NA,NA,NA
"460",460,460,460,297375,52,60,NA,NA,NA,NA,NA,NA
"461",461,461,461,25480647,0,1,NA,NA,NA,NA,NA,NA
"462",462,462,462,230362,77,92,NA,NA,NA,NA,NA,NA
"463",463,463,463,8383,791,974,NA,NA,NA,NA,NA,NA
"464",464,464,464,955391,9,9,NA,NA,NA,NA,NA,NA
"465",465,465,465,22829898,1,1,NA,NA,NA,NA,NA,NA
"466",466,466,466,22384150,0,1,NA,NA,NA,NA,NA,NA
"467",467,467,467,9211057,3,4,NA,NA,NA,NA,NA,NA
"468",468,468,468,8809094,2,2,NA,NA,NA,NA,NA,NA
"469",469,469,469,11157871,12,12,NA,NA,NA,NA,NA,NA
"470",470,470,470,125761,65,84,NA,NA,NA,NA,NA,NA
"471",471,471,471,846584,44,68,NA,NA,NA,NA,NA,NA
"472",472,472,472,2399377,13,16,NA,NA,NA,NA,NA,NA
"473",473,473,473,1675939,39,41,NA,NA,NA,NA,NA,NA
"474",474,474,474,3754608,8,11,NA,NA,NA,NA,NA,NA
"475",475,475,475,27001717,1,1,NA,NA,NA,NA,NA,NA
"476",476,476,476,1041518,35,67,NA,NA,NA,NA,NA,NA
"477",477,477,477,7415539,0,1,NA,NA,NA,NA,NA,NA
"478",478,478,478,843434,42,46,NA,NA,NA,NA,NA,NA
"479",479,479,479,2313830,15,20,NA,NA,NA,NA,NA,NA
"480",480,480,480,30619,586,623,NA,NA,NA,NA,NA,NA
"481",481,481,481,1237888,18,20,NA,NA,NA,NA,NA,NA
"482",482,482,482,3578,1621,1908,NA,NA,NA,NA,NA,"VINE VOICE"
"483",483,483,483,15478107,7,10,NA,NA,NA,NA,NA,NA
"484",484,484,484,24543877,4,12,NA,NA,NA,NA,NA,NA
"485",485,485,485,7550057,8,12,NA,NA,NA,NA,NA,NA
"486",486,486,486,2206027,10,11,NA,NA,NA,NA,NA,NA
"487",487,487,487,1108961,26,35,NA,NA,NA,NA,NA,NA
"488",488,488,488,1249965,12,12,NA,NA,NA,NA,NA,NA
"489",489,489,489,2273827,11,14,NA,NA,NA,NA,NA,NA
"490",490,490,490,1277868,9,12,NA,NA,NA,NA,NA,NA
"491",491,491,491,4075,1292,1491,NA,NA,NA,NA,NA,NA
"492",492,492,492,857515,7,8,NA,NA,NA,NA,NA,NA
"493",493,493,493,119533,465,545,NA,NA,NA,NA,NA,NA
"494",494,494,494,189,9999,11270,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"495",495,495,495,709799,61,62,NA,NA,NA,NA,NA,NA
"496",496,496,496,94909,180,240,NA,NA,NA,NA,NA,NA
"497",497,497,497,34908033,0,3,NA,NA,NA,NA,NA,NA
"498",498,498,498,13897717,2,3,NA,NA,NA,NA,NA,NA
"499",499,499,499,4591017,2,2,NA,NA,NA,NA,NA,NA
"500",500,500,500,25184919,0,1,NA,NA,NA,NA,NA,NA
"501",501,501,501,396884,55,63,NA,NA,NA,NA,NA,NA
"502",502,502,502,18209935,2,2,NA,NA,NA,NA,NA,NA
"503",503,503,503,31278472,3,14,NA,NA,NA,NA,NA,NA
"504",504,504,504,146460,72,85,NA,NA,NA,NA,NA,NA
"505",505,505,505,22467061,3,4,NA,NA,NA,NA,NA,NA
"506",506,506,506,332650,36,57,NA,NA,NA,NA,NA,NA
"507",507,507,507,3776102,12,13,NA,NA,NA,NA,NA,NA
"508",508,508,508,7087443,2,3,NA,NA,NA,NA,NA,NA
"509",509,509,509,6850832,1,1,NA,NA,NA,NA,NA,NA
"510",510,510,510,24452736,0,1,NA,NA,NA,NA,NA,NA
"511",511,511,511,2049445,15,22,NA,NA,NA,NA,NA,NA
"512",512,512,512,788,2447,2755,NA,NA,NA,NA,"TOP 1000 REVIEWER<",NA
"513",513,513,513,34553316,0,2,NA,NA,NA,NA,NA,NA
"514",514,514,514,8338129,2,3,NA,NA,NA,NA,NA,NA
"515",515,515,515,12107,1106,1298,NA,NA,NA,NA,NA,"VINE VOICE"
"516",516,516,516,1117042,18,18,NA,NA,NA,NA,NA,NA
"517",517,517,517,12135,830,1229,NA,NA,NA,NA,NA,NA
"518",518,518,518,842346,28,32,NA,NA,NA,NA,NA,NA
"519",519,519,519,2430179,24,26,NA,NA,NA,NA,NA,NA
"520",520,520,520,4023,838,1056,NA,NA,NA,NA,NA,"VINE VOICE"
"521",521,521,521,2065640,5,6,NA,NA,NA,NA,NA,NA
"522",522,522,522,787922,95,109,NA,NA,NA,NA,NA,NA
"523",523,523,523,101938,311,390,NA,NA,NA,NA,NA,NA
"524",524,524,524,87419,1424,2021,NA,NA,NA,NA,NA,NA
"525",525,525,525,10847358,1,1,NA,NA,NA,NA,NA,NA
"526",526,526,526,5179527,2,3,NA,NA,NA,NA,NA,NA
"527",527,527,527,11233193,2,2,NA,NA,NA,NA,NA,NA
"528",528,528,528,52044,1226,1494,NA,NA,NA,NA,NA,"VINE VOICE"
"529",529,529,529,25283564,0,1,NA,NA,NA,NA,NA,NA
"530",530,530,530,9524636,1,1,NA,NA,NA,NA,NA,NA
"531",531,531,531,4027214,4,4,NA,NA,NA,NA,NA,NA
"532",532,532,532,2554996,7,8,NA,NA,NA,NA,NA,NA
"533",533,533,533,149318,123,184,NA,NA,NA,NA,NA,NA
"534",534,534,534,1686518,8,8,NA,NA,NA,NA,NA,NA
"535",535,535,535,1291926,63,87,NA,NA,NA,NA,NA,NA
"536",536,536,536,31102,407,530,NA,NA,NA,NA,NA,NA
"537",537,537,537,26357722,0,1,NA,NA,NA,NA,NA,NA
"538",538,538,538,501203,45,79,NA,NA,NA,NA,NA,NA
"539",539,539,539,10487663,1,2,NA,NA,NA,NA,NA,NA
"540",540,540,540,34137072,4,9,NA,NA,NA,NA,NA,NA
"541",541,541,541,1923599,79,128,NA,NA,NA,NA,NA,NA
"542",542,542,542,965789,31,48,NA,NA,NA,NA,NA,NA
"543",543,543,543,1387480,20,25,NA,NA,NA,NA,NA,NA
"544",544,544,544,1155228,70,120,NA,NA,NA,NA,NA,NA
"545",545,545,545,25965673,0,1,NA,NA,NA,NA,NA,NA
"546",546,546,546,14792854,3,9,NA,NA,NA,NA,NA,NA
"547",547,547,547,1341,2747,3105,NA,NA,NA,NA,NA,NA
"548",548,548,548,41946,428,467,NA,NA,NA,NA,NA,NA
"549",549,549,549,526339,156,194,NA,NA,NA,NA,NA,NA
"550",550,550,550,12199290,2,2,NA,NA,NA,NA,NA,NA
"551",551,551,551,25942002,1,2,NA,NA,NA,NA,NA,NA
"552",552,552,552,3051918,23,36,NA,NA,NA,NA,NA,NA
"553",553,553,553,434306,86,98,NA,NA,NA,NA,NA,NA
"554",554,554,554,5064493,13,16,NA,NA,NA,NA,NA,NA
"555",555,555,555,20232245,0,1,NA,NA,NA,NA,NA,NA
"556",556,556,556,2152972,7,9,NA,NA,NA,NA,NA,NA
"557",557,557,557,1898082,47,75,NA,NA,NA,NA,NA,NA
"558",558,558,558,87419,1424,2021,NA,NA,NA,NA,NA,NA
"559",559,559,559,24584018,6,7,NA,NA,NA,NA,NA,NA
"560",560,560,560,34762280,0,8,NA,NA,NA,NA,NA,NA
"561",561,561,561,6778,896,1110,NA,NA,NA,NA,NA,"VINE VOICE"
"562",562,562,562,1567205,21,29,NA,NA,NA,NA,NA,NA
"563",563,563,563,2905249,35,72,NA,NA,NA,NA,NA,NA
"564",564,564,564,9198,680,725,NA,NA,NA,NA,NA,NA
"565",565,565,565,2001453,10,17,NA,NA,NA,NA,NA,NA
"566",566,566,566,6818750,8,11,NA,NA,NA,NA,NA,NA
"567",567,567,567,8788,1672,2340,NA,NA,NA,NA,NA,"VINE VOICE"
"568",568,568,568,1955584,12,12,NA,NA,NA,NA,NA,NA
"569",569,569,569,1583479,16,21,NA,NA,NA,NA,NA,NA
"570",570,570,570,1770486,6,6,NA,NA,NA,NA,NA,NA
"571",571,571,571,140810,525,554,NA,NA,NA,NA,NA,NA
"572",572,572,572,34767302,0,3,NA,NA,NA,NA,NA,NA
"573",573,573,573,1494521,21,30,NA,NA,NA,NA,NA,NA
"574",574,574,574,978716,190,218,NA,NA,NA,NA,NA,NA
"575",575,575,575,81864,167,190,NA,NA,NA,NA,NA,NA
"576",576,576,576,3865201,10,17,NA,NA,NA,NA,NA,NA
"577",577,577,577,21841639,1,1,NA,NA,NA,NA,NA,NA
"578",578,578,578,5437414,5,5,NA,NA,NA,NA,NA,NA
"579",579,579,579,3540712,10,15,NA,NA,NA,NA,NA,NA
"580",580,580,580,34801936,2,7,NA,NA,NA,NA,NA,NA
"581",581,581,581,2104803,8,11,NA,NA,NA,NA,NA,NA
"582",582,582,582,30265704,6,14,NA,NA,NA,NA,NA,NA
"583",583,583,583,1777511,28,29,NA,NA,NA,NA,NA,NA
"584",584,584,584,25980658,0,1,NA,NA,NA,NA,NA,NA
"585",585,585,585,454795,40,68,NA,NA,NA,NA,NA,NA
"586",586,586,586,21405283,2,4,NA,NA,NA,NA,NA,NA
"587",587,587,587,7974399,1,2,NA,NA,NA,NA,NA,NA
"588",588,588,588,474635,31,41,NA,NA,NA,NA,NA,NA
"589",589,589,589,28821342,0,2,NA,NA,NA,NA,NA,NA
"590",590,590,590,23115,443,577,NA,NA,NA,NA,NA,"VINE VOICE"
"591",591,591,591,28670834,1,2,NA,NA,NA,NA,NA,NA
"592",592,592,592,401516,23,29,NA,NA,NA,NA,NA,NA
"593",593,593,593,52188,638,754,NA,NA,NA,NA,NA,NA
"594",594,594,594,2116203,56,79,NA,NA,NA,NA,NA,NA
"595",595,595,595,1658,3532,4034,NA,NA,NA,NA,NA,"VINE VOICE"
"596",596,596,596,34964382,4,13,NA,NA,NA,NA,NA,NA
"597",597,597,597,27672825,1,1,NA,NA,NA,NA,NA,NA
"598",598,598,598,7243419,7,7,NA,NA,NA,NA,NA,NA
"599",599,599,599,1446755,8,10,NA,NA,NA,NA,NA,NA
"600",600,600,600,34029482,0,2,NA,NA,NA,NA,NA,NA
"601",601,601,601,7527428,4,5,NA,NA,NA,NA,NA,NA
"602",602,602,602,3649087,14,25,NA,NA,NA,NA,NA,NA
"603",603,603,603,1787165,8,11,NA,NA,NA,NA,NA,NA
"604",604,604,604,2595876,19,26,NA,NA,NA,NA,NA,NA
"605",605,605,605,34543306,0,2,NA,NA,NA,NA,NA,NA
"606",606,606,606,23172731,0,1,NA,NA,NA,NA,NA,NA
"607",607,607,607,208634,91,102,NA,NA,NA,NA,NA,NA
"608",608,608,608,564507,20,24,NA,NA,NA,NA,NA,NA
"609",609,609,609,2967361,3,4,NA,NA,NA,NA,NA,NA
"610",610,610,610,75155,118,150,NA,NA,NA,NA,NA,NA
"611",611,611,611,7275,1716,1869,NA,NA,NA,NA,NA,NA
"612",612,612,612,20262199,1,1,NA,NA,NA,NA,NA,NA
"613",613,613,613,35304677,18,40,NA,NA,NA,NA,NA,NA
"614",614,614,614,60,32880,36519,NA,NA,NA,NA,NA,"VINE VOICE"
"615",615,615,615,3980591,3,3,NA,NA,NA,NA,NA,NA
"616",616,616,616,3191623,1,2,NA,NA,NA,NA,NA,NA
"617",617,617,617,7560,414,490,NA,NA,NA,NA,NA,NA
"618",618,618,618,943286,41,61,NA,NA,NA,NA,NA,NA
"619",619,619,619,2573680,9,15,NA,NA,NA,NA,NA,NA
"620",620,620,620,15194,20887,31830,NA,NA,NA,NA,NA,"VINE VOICE"
"621",621,621,621,1486059,43,46,NA,NA,NA,NA,NA,NA
"622",622,622,622,26884286,0,1,NA,NA,NA,NA,NA,NA
"623",623,623,623,262,5675,6361,NA,NA,NA,"TOP 500 REVIEWER<",NA,NA
"624",624,624,624,73438,123,159,NA,NA,NA,NA,NA,NA
"625",625,625,625,9639535,11,11,NA,NA,NA,NA,NA,NA
"626",626,626,626,1338738,10,15,NA,NA,NA,NA,NA,NA
"627",627,627,627,19975403,2,2,NA,NA,NA,NA,NA,NA
"628",628,628,628,11551569,109,126,NA,NA,NA,NA,NA,NA
"629",629,629,629,27794274,11,12,NA,NA,NA,NA,NA,NA
"630",630,630,630,5575458,41,52,NA,NA,NA,NA,NA,NA
"631",631,631,631,11733655,3,5,NA,NA,NA,NA,NA,NA
"632",632,632,632,8035992,5,7,NA,NA,NA,NA,NA,NA
"633",633,633,633,866395,13,23,NA,NA,NA,NA,NA,NA
"634",634,634,634,2297938,17,22,NA,NA,NA,NA,NA,NA
"635",635,635,635,263142,27,29,NA,NA,NA,NA,NA,NA
"636",636,636,636,1794828,15,18,NA,NA,NA,NA,NA,NA
"637",637,637,637,677230,49,63,NA,NA,NA,NA,NA,NA
"638",638,638,638,16060259,1,1,NA,NA,NA,NA,NA,NA
"639",639,639,639,6474709,4,4,NA,NA,NA,NA,NA,NA
"640",640,640,640,16436,255,293,NA,NA,NA,NA,NA,NA
"641",641,641,641,26934471,1,1,NA,NA,NA,NA,NA,NA
"642",642,642,642,35115509,4,11,NA,NA,NA,NA,NA,NA
"643",643,643,643,23175988,16,45,NA,NA,NA,NA,NA,NA
"644",644,644,644,811447,7,9,NA,NA,NA,NA,NA,NA
"645",645,645,645,21471471,1,1,NA,NA,NA,NA,NA,NA
"646",646,646,646,4997229,1,1,NA,NA,NA,NA,NA,NA
"647",647,647,647,1323166,36,50,NA,NA,NA,NA,NA,NA
"648",648,648,648,5224120,1,1,NA,NA,NA,NA,NA,NA
"649",649,649,649,579429,29,40,NA,NA,NA,NA,NA,NA
"650",650,650,650,14954,801,976,NA,NA,NA,NA,NA,"VINE VOICE"
"651",651,651,651,44226,240,285,NA,NA,NA,NA,NA,NA
"652",652,652,652,5884823,7,11,NA,NA,NA,NA,NA,NA
"653",653,653,653,34671041,0,3,NA,NA,NA,NA,NA,NA
"654",654,654,654,26042375,0,1,NA,NA,NA,NA,NA,NA
"655",655,655,655,245811,75,94,NA,NA,NA,NA,NA,NA
"656",656,656,656,2027,6024,6892,NA,NA,NA,NA,NA,"VINE VOICE"
"657",657,657,657,8637660,0,1,NA,NA,NA,NA,NA,NA
"658",658,658,658,168138,117,146,NA,NA,NA,NA,NA,NA
"659",659,659,659,7886291,2,2,NA,NA,NA,NA,NA,NA
"660",660,660,660,9619757,0,1,NA,NA,NA,NA,NA,NA
"661",661,661,661,392321,68,72,NA,NA,NA,NA,NA,NA
"662",662,662,662,1659057,15,15,NA,NA,NA,NA,NA,NA
"663",663,663,663,2554248,2,2,NA,NA,NA,NA,NA,NA
"664",664,664,664,4195,1095,1262,NA,NA,NA,NA,NA,"VINE VOICE"
"665",665,665,665,28023173,1,3,NA,NA,NA,NA,NA,NA
"666",666,666,666,682327,98,112,NA,NA,NA,NA,NA,NA
"667",667,667,667,300186,65,83,NA,NA,NA,NA,NA,NA
"668",668,668,668,23401734,1,2,NA,NA,NA,NA,NA,NA
"669",669,669,669,2939750,3,5,NA,NA,NA,NA,NA,NA
"670",670,670,670,26778220,1,1,NA,NA,NA,NA,NA,NA
"671",671,671,671,326915,139,156,NA,NA,NA,NA,NA,NA
"672",672,672,672,3265455,6,13,NA,NA,NA,NA,NA,NA
"673",673,673,673,7040500,3,3,NA,NA,NA,NA,NA,NA
"674",674,674,674,10043867,1,1,NA,NA,NA,NA,NA,NA
"675",675,675,675,34741457,3,7,NA,NA,NA,NA,NA,NA
"676",676,676,676,8931749,1,2,NA,NA,NA,NA,NA,NA
"677",677,677,677,4436990,8,9,NA,NA,NA,NA,NA,NA
"678",678,678,678,35337206,9,33,NA,NA,NA,NA,NA,NA
"679",679,679,679,35230632,5,14,NA,NA,NA,NA,NA,NA
"680",680,680,680,9284847,1,2,NA,NA,NA,NA,NA,NA
"681",681,681,681,148038,147,180,NA,NA,NA,NA,NA,NA
"682",682,682,682,5473,1889,2148,NA,NA,NA,NA,NA,"VINE VOICE"
"683",683,683,683,67883,123,151,NA,NA,NA,NA,NA,NA
"684",684,684,684,28589417,2,4,NA,NA,NA,NA,NA,NA
"685",685,685,685,2787530,7,7,NA,NA,NA,NA,NA,NA
"686",686,686,686,313139,77,116,NA,NA,NA,NA,NA,NA
"687",687,687,687,55940,131,158,NA,NA,NA,NA,NA,NA
"688",688,688,688,228266,101,140,NA,NA,NA,NA,NA,NA
"689",689,689,689,20365614,1,2,NA,NA,NA,NA,NA,NA
"690",690,690,690,12494,361,395,NA,NA,NA,NA,NA,NA
"691",691,691,691,1070730,39,56,NA,NA,NA,NA,NA,NA
"692",692,692,692,3484955,7,8,NA,NA,NA,NA,NA,NA
"693",693,693,693,22078672,2,5,NA,NA,NA,NA,NA,NA
"694",694,694,694,2201677,6,8,NA,NA,NA,NA,NA,NA
"695",695,695,695,227727,2572,2652,NA,NA,NA,NA,NA,"VINE VOICE"
"696",696,696,696,35328227,10,35,NA,NA,NA,NA,NA,NA
"697",697,697,697,2416,3522,3810,NA,NA,NA,NA,NA,"VINE VOICE"
"698",698,698,698,11073012,6,8,NA,NA,NA,NA,NA,NA
"699",699,699,699,1817288,26,57,NA,NA,NA,NA,NA,NA
"700",700,700,700,3399169,20,25,NA,NA,NA,NA,NA,NA
"701",701,701,701,3808611,3,3,NA,NA,NA,NA,NA,NA
"702",702,702,702,34807106,0,3,NA,NA,NA,NA,NA,NA
"703",703,703,703,508,2974,3197,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"704",704,704,704,27040146,1,1,NA,NA,NA,NA,NA,NA
"705",705,705,705,34403117,14,36,NA,NA,NA,NA,NA,NA
"706",706,706,706,35100427,0,3,NA,NA,NA,NA,NA,NA
"707",707,707,707,35171242,40,81,NA,NA,NA,NA,NA,NA
"708",708,708,708,261406,51,73,NA,NA,NA,NA,NA,NA
"709",709,709,709,6390,620,672,NA,NA,NA,NA,NA,NA
"710",710,710,710,2139774,15,17,NA,NA,NA,NA,NA,NA
"711",711,711,711,34690515,1,6,NA,NA,NA,NA,NA,NA
"712",712,712,712,4611844,2,2,NA,NA,NA,NA,NA,NA
"713",713,713,713,1696428,10,12,NA,NA,NA,NA,NA,NA
"714",714,714,714,1095243,76,87,NA,NA,NA,NA,NA,NA
"715",715,715,715,162374,95,122,NA,NA,NA,NA,NA,NA
"716",716,716,716,2486488,13,18,NA,NA,NA,NA,NA,NA
"717",717,717,717,3646901,3,4,NA,NA,NA,NA,NA,NA
"718",718,718,718,3692885,12,18,NA,NA,NA,NA,NA,NA
"719",719,719,719,28100664,0,2,NA,NA,NA,NA,NA,NA
"720",720,720,720,4618617,7,9,NA,NA,NA,NA,NA,NA
"721",721,721,721,24046929,2,3,NA,NA,NA,NA,NA,NA
"722",722,722,722,120271,64,89,NA,NA,NA,NA,NA,NA
"723",723,723,723,43195,1141,1300,NA,NA,NA,NA,NA,"VINE VOICE"
"724",724,724,724,17475,358,459,NA,NA,NA,NA,NA,NA
"725",725,725,725,571564,293,431,NA,NA,NA,NA,NA,NA
"726",726,726,726,9902,2105,2304,NA,NA,NA,NA,NA,NA
"727",727,727,727,734259,11,20,NA,NA,NA,NA,NA,NA
"728",728,728,728,3277,1386,1724,NA,NA,NA,NA,NA,"VINE VOICE"
"729",729,729,729,17266971,47,49,NA,NA,NA,NA,NA,NA
"730",730,730,730,205169,67,80,NA,NA,NA,NA,NA,NA
"731",731,731,731,1483825,10,10,NA,NA,NA,NA,NA,NA
"732",732,732,732,3650486,8,12,NA,NA,NA,NA,NA,NA
"733",733,733,733,1963090,23,24,NA,NA,NA,NA,NA,NA
"734",734,734,734,19578837,11,20,NA,NA,NA,NA,NA,NA
"735",735,735,735,33892,414,431,NA,NA,NA,NA,NA,NA
"736",736,736,736,15166956,2,2,NA,NA,NA,NA,NA,NA
"737",737,737,737,46426,704,849,NA,NA,NA,NA,NA,NA
"738",738,738,738,26203356,0,1,NA,NA,NA,NA,NA,NA
"739",739,739,739,19526108,6,10,NA,NA,NA,NA,NA,NA
"740",740,740,740,3130056,24,29,NA,NA,NA,NA,NA,NA
"741",741,741,741,34530396,1,11,NA,NA,NA,NA,NA,NA
"742",742,742,742,406,5820,6449,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"743",743,743,743,18377920,1,1,NA,NA,NA,NA,NA,NA
"744",744,744,744,7093722,3,3,NA,NA,NA,NA,NA,NA
"745",745,745,745,27776205,1,2,NA,NA,NA,NA,NA,NA
"746",746,746,746,193123,36,42,NA,NA,NA,NA,NA,NA
"747",747,747,747,1975839,11,11,NA,NA,NA,NA,NA,NA
"748",748,748,748,7340201,11,13,NA,NA,NA,NA,NA,NA
"749",749,749,749,30555040,0,2,NA,NA,NA,NA,NA,NA
"750",750,750,750,7315094,1,1,NA,NA,NA,NA,NA,NA
"751",751,751,751,218548,28,30,NA,NA,NA,NA,NA,NA
"752",752,752,752,4049169,9,14,NA,NA,NA,NA,NA,NA
"753",753,753,753,4262361,6,10,NA,NA,NA,NA,NA,NA
"754",754,754,754,4720327,4,4,NA,NA,NA,NA,NA,NA
"755",755,755,755,8490896,1,2,NA,NA,NA,NA,NA,NA
"756",756,756,756,3536438,11,13,NA,NA,NA,NA,NA,NA
"757",757,757,757,56676,220,268,NA,NA,NA,NA,NA,NA
"758",758,758,758,14194019,3,4,NA,NA,NA,NA,NA,NA
"759",759,759,759,3753402,4,6,NA,NA,NA,NA,NA,NA
"760",760,760,760,35187433,4,11,NA,NA,NA,NA,NA,NA
"761",761,761,761,35124874,0,3,NA,NA,NA,NA,NA,NA
"762",762,762,762,1619860,6,9,NA,NA,NA,NA,NA,NA
"763",763,763,763,1497,17039,19784,NA,NA,NA,NA,NA,"VINE VOICE"
"764",764,764,764,391264,29,36,NA,NA,NA,NA,NA,NA
"765",765,765,765,56489,167,187,NA,NA,NA,NA,NA,NA
"766",766,766,766,26231787,7,13,NA,NA,NA,NA,NA,NA
"767",767,767,767,1641,5061,6113,NA,NA,NA,NA,NA,"VINE VOICE"
"768",768,768,768,35310686,60,192,NA,NA,NA,NA,NA,NA
"769",769,769,769,571698,27,29,NA,NA,NA,NA,NA,NA
"770",770,770,770,40739,152,176,NA,NA,NA,NA,NA,NA
"771",771,771,771,181653,92,122,NA,NA,NA,NA,NA,NA
"772",772,772,772,68485,137,150,NA,NA,NA,NA,NA,NA
"773",773,773,773,3585666,7,9,NA,NA,NA,NA,NA,NA
"774",774,774,774,16637063,3,4,NA,NA,NA,NA,NA,NA
"775",775,775,775,3236073,18,26,NA,NA,NA,NA,NA,NA
"776",776,776,776,13503597,31,43,NA,NA,NA,NA,NA,NA
"777",777,777,777,12452715,7,9,NA,NA,NA,NA,NA,NA
"778",778,778,778,12060,615,765,NA,NA,NA,NA,NA,NA
"779",779,779,779,1604,2891,3369,NA,NA,NA,NA,NA,NA
"780",780,780,780,35147961,0,4,NA,NA,NA,NA,NA,NA
"781",781,781,781,10999639,2,2,NA,NA,NA,NA,NA,NA
"782",782,782,782,575437,14,19,NA,NA,NA,NA,NA,NA
"783",783,783,783,28360580,55,76,NA,NA,NA,NA,NA,NA
"784",784,784,784,14090905,1,1,NA,NA,NA,NA,NA,NA
"785",785,785,785,13697330,1,1,NA,NA,NA,NA,NA,NA
"786",786,786,786,963399,42,50,NA,NA,NA,NA,NA,NA
"787",787,787,787,1907030,22,25,NA,NA,NA,NA,NA,NA
"788",788,788,788,26962181,1,1,NA,NA,NA,NA,NA,NA
